model,seed,training_tokens,validation_loss,validation_perplexity,wall_seconds,tokens_per_second,peak_rss_bytes
Co4-L,1337,262144,4.693476170301437,109.23223043885709,200.75978990300064,1305.7594856353348,1827270656
Co4-L,1337,524288,4.35953263938427,78.22056866591797,395.86331127500307,1324.416749588045,1827270656
Co4-L,1337,786432,4.1278443187475204,62.04403151743034,596.2784946230022,1318.900492121928,1827270656
Co4-L,1337,1048576,3.9905096888542175,54.08244756040739,792.9992860440034,1322.2912283199896,1827270656
Co4-L,2026,262144,4.724697649478912,112.6964194013005,199.6547785780058,1312.9863550828034,1824866304
Co4-L,2026,524288,4.3431734293699265,76.95135195296994,397.0058780150066,1320.6051321491573,1824866304
Co4-L,2026,786432,4.149254873394966,63.386751542176114,598.4113470320008,1314.1996787001844,1824866304
Co4-L,2026,1048576,3.9958003908395767,54.369339934903316,804.446377445005,1303.4753209161968,1824866304
