trial_id,config,seed,parameters,train_tokens,validation_loss,perplexity,wall_seconds,tokens_per_second,peak_ram_bytes,pruning_status
phase5_hpo_00_r1,"{""adam_beta1"": 0.9, ""adam_beta2"": 0.999, ""batch_size"": 8, ""grad_clip"": 1.0, ""learning_rate"": 0.0002, ""lr_schedule"": ""cosine"", ""warmup_fraction"": 0.01, ""weight_decay"": 0.05}",1337,15949760,262144,5.113436,166.24059,207.2266,1265.011,1836113920,pruned
phase5_hpo_01_r1,"{""adam_beta1"": 0.9, ""adam_beta2"": 0.999, ""batch_size"": 8, ""grad_clip"": 1.0, ""learning_rate"": 0.0003, ""lr_schedule"": ""cosine"", ""warmup_fraction"": 0.02, ""weight_decay"": 0.05}",1337,15949760,262144,4.965764,143.41813,202.0399,1297.487,1827401728,pruned
phase5_hpo_02_r1,"{""adam_beta1"": 0.9, ""adam_beta2"": 0.999, ""batch_size"": 8, ""grad_clip"": 1.0, ""learning_rate"": 0.0004, ""lr_schedule"": ""cosine"", ""warmup_fraction"": 0.02, ""weight_decay"": 0.1}",1337,15949760,262144,4.903013,134.695,203.5984,1287.554,1829412864,pruned
phase5_hpo_03_r1,"{""adam_beta1"": 0.9, ""adam_beta2"": 0.98, ""batch_size"": 8, ""grad_clip"": 0.5, ""learning_rate"": 0.0003, ""lr_schedule"": ""cosine"", ""warmup_fraction"": 0.05, ""weight_decay"": 0.1}",1337,15949760,262144,4.978966,145.32399,205.115,1278.034,1837506560,pruned
phase5_hpo_04_r1,"{""adam_beta1"": 0.85, ""adam_beta2"": 0.98, ""batch_size"": 8, ""grad_clip"": 1.0, ""learning_rate"": 0.0004, ""lr_schedule"": ""cosine"", ""warmup_fraction"": 0.01, ""weight_decay"": 0.05}",1337,15949760,262144,4.881274,131.79847,213.1829,1229.667,1829289984,advance
phase5_hpo_05_r1,"{""adam_beta1"": 0.9, ""adam_beta2"": 0.999, ""batch_size"": 8, ""grad_clip"": 1.0, ""learning_rate"": 0.0003, ""lr_schedule"": ""constant"", ""warmup_fraction"": 0.02, ""weight_decay"": 0.1}",1337,15949760,51200,,,42.09060472700003,1216.423,,failed_interrupted_controller
