checkpoint,nominal_tokens,training_tokens,step,train_loss,common_validation_loss,common_validation_perplexity,babylm_validation_loss,finewebedu_validation_loss,cumulative_wall_seconds,interval_wall_seconds,tokens_per_second,peak_rss_bytes,learning_rate,babylm_tokens,finewebedu_tokens,babylm_sequences,finewebedu_sequences,babylm_repeating,finewebedu_repeating,checkpoint_sha256
recovery-1000448,1000448,1000448,977,4.740980625152588,4.562346249818802,95.80800584636134,4.16183365881443,5.371602535247803,483.70368986100016,483.70368986100016,2068.307563019613,3047112704,0.0003,750336,250112,5862,1954,False,False,99e098898cd26da690d3590a11e52e0986807ab62908594c21c43b0dcc56726a
